X,Y,OBJECTID,Geocode_Address,Geocode_Street,Case_Number,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Reported_Date_Year,Reported_Date_Month,Reported_Time,Reported_Timestamp,Address_StreetFull,Address_City,Address_State,Patrol_Beat,Patrol_Section,Case_Status,Statute_Title,Statute_Section,Statute_Subsection,Statute_Degree,Statute_Class,Statute_Category,Statute_Text,Statute_Description,Statute_CrimeCategory,Statute_Attempted,Weapon_Description,Larceny_Type,Location_Type,Geo_Beat,Geo_Section,Geo_Section_Num
-77.597175653571924,43.194386612343642,75852,"1490 Hudson Ave, Rochester, NY, 14621",1490 HUDSON AVE,2018-00040018,2018,2,2135,2018-02-19T21:35:00.000Z,2018,2,1618,2018-02-20T16:18:00.000Z,2018,2,1715,2018-02-21T22:15:00.000Z,1490 HUDSON AVE,Rochester,NY,207,Clinton,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Department/Discount Store,207,Clinton,7
-77.597175653571924,43.194386612343642,75853,"1490 Hudson Ave, Rochester, NY, 14621",1490 HUDSON AVE,2018-00039488,2018,2,1254,2018-02-14T12:54:00.000Z,2018,2,1413,2018-02-19T14:13:00.000Z,2018,2,1142,2018-02-19T16:42:00.000Z,1490 HUDSON AVE,Rochester,NY,207,Clinton,Cleared by Arrest - Adult,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,6,Completed,* No Weapon Specified *,All Other Larcenies,Department/Discount Store,207,Clinton,7
-77.597175653571924,43.194386612343642,75854,"1490 Hudson Ave, Rochester, NY, 14621",1490 HUDSON AVE,2018-00037454,2018,2,1643,2018-02-17T16:43:00.000Z,2018,2,1643,2018-02-17T16:43:00.000Z,2018,2,1643,2018-02-17T21:43:00.000Z,1490 HUDSON AVE,Rochester,NY,207,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,207,Clinton,7
-77.597175653571924,43.194386612343642,75857,"1490 Hudson Ave, Rochester, NY, 14621",1490 HUDSON AVE,2018-00055860,2018,2,1149,2018-02-27T11:49:00.000Z,2018,2,1149,2018-02-27T11:49:00.000Z,2018,3,1515,2018-03-12T19:15:00.000Z,1490 HUDSON AVE,Rochester,NY,207,Clinton,Warrant Advised,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Department/Discount Store,207,Clinton,7
-77.597175653571924,43.194386612343642,75858,"1490 Hudson Ave, Rochester, NY, 14621",1490 HUDSON AVE,2018-00055296,2018,3,1914,2018-03-11T19:14:00.000Z,2018,3,1914,2018-03-11T19:14:00.000Z,2018,3,1915,2018-03-11T23:15:00.000Z,1490 HUDSON AVE,Rochester,NY,207,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Other Retail Store,207,Clinton,7
-77.597175653571924,43.194386612343642,75859,"1490 Hudson Ave, Rochester, NY, 14621",1490 HUDSON AVE,2018-00055286,2018,3,1700,2018-03-11T17:00:00.000Z,2018,3,1720,2018-03-11T17:20:00.000Z,2018,3,1900,2018-03-11T23:00:00.000Z,1490 HUDSON AVE,Rochester,NY,207,Clinton,Office,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,6,Completed,* No Weapon Specified *,All Other Larcenies,Parking Lot,207,Clinton,7
-77.597175653571924,43.194386612343642,75860,"1490 Hudson Ave, Rochester, NY, 14621",1490 HUDSON AVE,2018-00048084,2018,3,1545,2018-03-02T15:45:00.000Z,2018,3,1550,2018-03-02T15:50:00.000Z,2018,3,1550,2018-03-02T20:50:00.000Z,1490 HUDSON AVE,Rochester,NY,207,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Other Retail Store,207,Clinton,7
-77.63378266841265,43.135750701292999,77718,"427 Cottage St, Rochester, NY, 14619",427 COTTAGE ST,2018-00040558,2018,2,1235,2018-02-21T12:35:00.000Z,2018,2,1235,2018-02-21T12:35:00.000Z,2018,2,1235,2018-02-21T17:35:00.000Z,427 COTTAGE ST,Rochester,NY,253,Genesee,Field,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Completed,Firearm,* No Larceny Type Specified *,Yard,253,Genesee,3
-77.599617806942121,43.183626141644005,286,"1005 Hudson Ave, Rochester, NY, 14621",1005 HUDSON AVE,2018-00040540,2018,2,1500,2018-02-20T15:00:00.000Z,2018,2,0800,2018-02-21T08:00:00.000Z,2018,2,1019,2018-02-21T15:19:00.000Z,1005 HUDSON AVE,Rochester,NY,227,Clinton,Field,PL ,155.35   ,      ,3,D,F,Larceny,Grand Larceny 3rd                                           ,6,Completed,* No Weapon Specified *,All Other Larcenies,Other Commercial Service Location,227,Clinton,7
-77.60430652762804,43.174632697713726,599,"64 Thomas St, Rochester, NY, 14605",64 THOMAS ST,2018-00035886,2018,2,1738,2018-02-15T17:38:00.000Z,2018,2,1738,2018-02-15T17:38:00.000Z,2018,2,1738,2018-02-15T22:38:00.000Z,64 THOMAS ST,Rochester,NY,277,Clinton,Office,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Completed,Blunt Object,* No Larceny Type Specified *,Street,277,Clinton,7
-77.627881890281046,43.152011489172082,815,"567 W Main St, Rochester, NY, 14608",567 W MAIN ST,2018-00056812,2018,3,1910,2018-03-13T19:10:00.000Z,2018,3,1910,2018-03-13T19:10:00.000Z,2018,3,1910,2018-03-13T23:10:00.000Z,567 W MAIN ST,Rochester,NY,213,Genesee,Office,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Completed,Unknown,* No Larceny Type Specified *,Gas Station,213,Genesee,3
-77.653641465134598,43.164896321942706,1348,"1094 Lyell Ave, Rochester, NY, 14606",1094 LYELL AVE,2018-00044375,2018,2,1530,2018-02-23T15:30:00.000Z,2018,2,0900,2018-02-26T09:00:00.000Z,2018,2,0938,2018-02-26T14:38:00.000Z,1094 LYELL AVE,Rochester,NY,281,Lake,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,281,Lake,1
-77.638644241515692,43.193219695622858,1919,"1450 Dewey Ave, Rochester, NY, 14615",1450 DEWEY AVE,2018-00036472,2018,2,1128,2018-02-16T11:28:00.000Z,2018,2,1128,2018-02-16T11:28:00.000Z,2018,2,1128,2018-02-16T16:28:00.000Z,1450 DEWEY AVE,Rochester,NY,231,Lake,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Restaurant,231,Lake,1
-77.600692327898102,43.156035803661631,2148,"141 East Ave, Rochester, NY, 14607",141 EAST AVE,2018-00043797,2018,2,1200,2018-02-25T12:00:00.000Z,2018,2,1210,2018-02-25T12:10:00.000Z,2018,2,1220,2018-02-25T17:20:00.000Z,141 EAST AVE,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Church,219,Central,9
-77.591513901056501,43.175785283065188,2213,"535 Portland Ave, Rochester, NY, 14621",535 PORTLAND AVE,2018-00043143,2018,2,1447,2018-02-24T14:47:00.000Z,2018,2,1447,2018-02-24T14:47:00.000Z,2018,2,1447,2018-02-24T19:47:00.000Z,535 PORTLAND AVE,Rochester,NY,257,Clinton,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Drug Store,257,Clinton,7
-77.591513901056501,43.175785283065188,2214,"535 Portland Ave, Rochester, NY, 14621",535 PORTLAND AVE,2018-00035675,2018,2,1305,2018-02-15T13:05:00.000Z,2018,2,1305,2018-02-15T13:05:00.000Z,2018,2,1309,2018-02-15T18:09:00.000Z,535 PORTLAND AVE,Rochester,NY,257,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Other Retail Store,257,Clinton,7
-77.634085853856533,43.151014625661801,2499,"792 W Main St, Rochester, NY, 14611",792 W MAIN ST,2018-00045263,2018,2,0813,2018-02-14T08:13:00.000Z,2018,2,0813,2018-02-14T08:13:00.000Z,2018,2,1045,2018-02-27T15:45:00.000Z,792 W MAIN ST,Rochester,NY,213,Genesee,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Drug Store,213,Genesee,3
-77.578936602176398,43.148701947944204,2562,"622 Park Ave, Rochester, NY, 14607",622 PARK AVE,2018-00041270,2018,2,0825,2018-02-22T08:25:00.000Z,2018,2,0825,2018-02-22T08:25:00.000Z,2018,2,0826,2018-02-22T13:26:00.000Z,622 PARK AVE,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Variety/Convenience Store,245,Goodman,5
-77.624417944210776,43.179124795003041,2870,"19 Avenue C, Rochester, NY, 14621",19 AVENUE C,2018-00044870,2018,2,1830,2018-02-26T18:30:00.000Z,2018,2,1830,2018-02-26T18:30:00.000Z,2018,2,1910,2018-02-27T00:10:00.000Z,19 AVENUE C,Rochester,NY,247,Clinton,Field,PL ,160.05   ,      ,3,D,F,Robbery,Robbery 3rd                                                 ,3,Completed,Personal Weapons,* No Larceny Type Specified *,Street,247,Clinton,7
-77.628324337858913,43.230267677635219,3061,"60 Winans St, Rochester, NY, 14612",60 WINANS ST,2018-00056336,2018,3,2000,2018-03-12T20:00:00.000Z,2018,3,0715,2018-03-13T07:15:00.000Z,2018,3,0745,2018-03-13T11:45:00.000Z,60 WINANS ST,Rochester,NY,201,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,201,Lake,1
-77.637834859304363,43.132745195767285,3071,"276 Barton St, Rochester, NY, 14619",276 BARTON ST,2018-00053336,2018,3,1600,2018-03-08T16:00:00.000Z,2018,3,0645,2018-03-09T06:45:00.000Z,2018,3,0653,2018-03-09T11:53:00.000Z,276 BARTON ST,Rochester,NY,253,Genesee,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,253,Genesee,3
-77.657587013198892,43.138483653400009,3330,"413 Ravenwood Ave, Rochester, NY, 14619",413 RAVENWOOD AVE,2018-00040734,2018,2,2030,2018-02-20T20:30:00.000Z,2018,2,1500,2018-02-21T15:00:00.000Z,2018,2,1555,2018-02-21T20:55:00.000Z,413 RAVENWOOD AVE,Rochester,NY,243,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,243,Genesee,3
-77.628638870611525,43.141811750515402,3398,"294 Columbia Ave, Rochester, NY, 14608",294 COLUMBIA AVE,2018-00041344,2018,2,1000,2018-02-20T10:00:00.000Z,2018,2,0800,2018-02-22T08:00:00.000Z,2018,2,1012,2018-02-22T15:12:00.000Z,294 COLUMBIA AVE,Rochester,NY,233,Genesee,Office,PL ,155.30   ,04    ,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,6,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,233,Genesee,3
-77.573103105311844,43.166375323654314,3545,"161 Melville St, Rochester, NY, 14609",161 MELVILLE ST,2018-00054892,2018,3,0407,2018-03-11T04:07:00.000Z,2018,3,0407,2018-03-11T04:07:00.000Z,2018,3,0407,2018-03-11T08:07:00.000Z,161 MELVILLE ST,Rochester,NY,215,Goodman,Cleared by Arrest - Adult,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Completed,Blunt Object,* No Larceny Type Specified *,Single Family Home,215,Goodman,5
-77.623372606486882,43.145709812219117,3799,"51 Cady St, Rochester, NY, 14608",51 CADY ST,2018-00052456,2018,2,1600,2018-02-28T16:00:00.000Z,2018,2,1700,2018-02-28T17:00:00.000Z,2018,3,0820,2018-03-08T13:20:00.000Z,51 CADY ST,Rochester,NY,233,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Other Residential,233,Genesee,3
-77.568803274164509,43.167248517535377,3808,"267 Hazelwood Ter, Rochester, NY, 14609",267 HAZELWOOD TER,2018-00043033,2018,2,1630,2018-02-23T16:30:00.000Z,2018,2,0001,2018-02-24T00:01:00.000Z,2018,2,1115,2018-02-24T16:15:00.000Z,267 HAZELWOOD TER,Rochester,NY,215,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,215,Goodman,5
-77.610899953256165,43.174331115615438,3821,"30 Sullivan St, Rochester, NY, 14621",30 SULLIVAN ST,2018-00040327,2018,2,0735,2018-02-21T07:35:00.000Z,2018,2,0735,2018-02-21T07:35:00.000Z,2018,2,0740,2018-02-21T12:40:00.000Z,30 SULLIVAN ST,Rochester,NY,277,Clinton,Exceptional Clearance,PL ,160.15   ,03    ,1,B,F,Robbery,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,3,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,277,Clinton,7
-77.595478879882094,43.153470143617028,4039,"277 Alexander St, Rochester, NY, 14607",277 ALEXANDER ST,2018-00050887,2018,3,2200,2018-03-05T22:00:00.000Z,2018,3,0830,2018-03-06T08:30:00.000Z,2018,3,0831,2018-03-06T13:31:00.000Z,277 ALEXANDER ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,219,Central,9
-77.630203286423523,43.164515555237166,4541,"215 Lyell Ave, Rochester, NY, 14608",215 LYELL AVE,2018-00038646,2018,2,1127,2018-02-19T11:27:00.000Z,2018,2,1127,2018-02-19T11:27:00.000Z,2018,2,1127,2018-02-19T16:27:00.000Z,215 LYELL AVE,Rochester,NY,271,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Department/Discount Store,271,Lake,1
-77.630203286423523,43.164515555237166,4542,"215 Lyell Ave, Rochester, NY, 14608",215 LYELL AVE,2018-00038090,2018,2,1450,2018-02-18T14:50:00.000Z,2018,2,1454,2018-02-18T14:54:00.000Z,2018,2,1450,2018-02-18T19:50:00.000Z,215 LYELL AVE,Rochester,NY,271,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Department/Discount Store,271,Lake,1
-77.557448952981261,43.164147308123368,4796,"845 Grand Ave, Rochester, NY, 14609",845 GRAND AVE,2018-00054210,2018,2,1200,2018-02-15T12:00:00.000Z,2018,3,1330,2018-03-07T13:30:00.000Z,2018,3,0852,2018-03-10T13:52:00.000Z,845 GRAND AVE,Rochester,NY,235,Goodman,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,235,Goodman,5
-77.636608776319051,43.180804542571074,4853,"247 Driving Park Ave, Rochester, NY, 14613",247 DRIVING PARK AVE,2018-00040502,2018,2,2100,2018-02-20T21:00:00.000Z,2018,2,1110,2018-02-21T11:10:00.000Z,2018,2,2100,2018-02-22T02:00:00.000Z,247 DRIVING PARK AVE,Rochester,NY,251,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,251,Lake,1
-77.65195908548408,43.203998181006071,4855,"29 Bonesteel St, Rochester, NY, 14615",29 BONESTEEL ST,2018-00040673,2018,2,2130,2018-02-19T21:30:00.000Z,2018,2,2230,2018-02-19T22:30:00.000Z,2018,2,2007,2018-02-22T01:07:00.000Z,29 BONESTEEL ST,Rochester,NY,221,Lake,Office,PL ,155.35   ,01    ,3,D,F,Larceny,Grand Larceny 3rd: Property Value Exceeds $3000             ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Yard,221,Lake,1
-77.640648076139399,43.134861762918405,5091,"285 Sawyer St, Rochester, NY, 14619",285 SAWYER ST,2018-00056794,2018,2,0900,2018-02-18T09:00:00.000Z,2018,3,0900,2018-03-08T09:00:00.000Z,2018,3,1848,2018-03-13T22:48:00.000Z,285 SAWYER ST,Rochester,NY,243,Genesee,Office,PL ,155.30   ,04    ,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,6,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,243,Genesee,3
-77.582130031932195,43.181897050932527,5422,"161 Randolph St, Rochester, NY, 14621",161 RANDOLPH ST,2018-00040311,2018,2,2100,2018-02-20T21:00:00.000Z,2018,2,0700,2018-02-21T07:00:00.000Z,2018,2,0700,2018-02-21T12:00:00.000Z,161 RANDOLPH ST,Rochester,NY,237,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,237,Clinton,7
-77.637414829496407,43.16754778954855,5902,"154 Sherman St, Rochester, NY, 14606",154 SHERMAN ST,2018-00045423,2018,2,1000,2018-02-26T10:00:00.000Z,2018,2,1000,2018-02-27T10:00:00.000Z,2018,2,1400,2018-02-27T19:00:00.000Z,154 SHERMAN ST,Rochester,NY,261,Lake,Field,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Multiple Dwelling,261,Lake,1
-77.637414829496407,43.16754778954855,5903,"154 Sherman St, Rochester, NY, 14606",154 SHERMAN ST,2018-00045423,2018,2,1000,2018-02-26T10:00:00.000Z,2018,2,1000,2018-02-27T10:00:00.000Z,2018,2,1400,2018-02-27T19:00:00.000Z,154 SHERMAN ST,Rochester,NY,261,Lake,Field,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Multiple Dwelling,261,Lake,1
