X,Y,OBJECTID,Geocode_Address,Geocode_Street,Case_Number,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Reported_Date_Year,Reported_Date_Month,Reported_Time,Reported_Timestamp,Address_StreetFull,Address_City,Address_State,Patrol_Beat,Patrol_Section,Case_Status,Statute_Title,Statute_Section,Statute_Subsection,Statute_Degree,Statute_Class,Statute_Category,Statute_Text,Statute_Description,Statute_CrimeCategory,Statute_Attempted,Weapon_Description,Larceny_Type,Location_Type,Geo_Beat,Geo_Section,Geo_Section_Num
-77.635387709069846,43.130725932684932,1136,"1500 S Plymouth Ave, Rochester, NY, 14611",1500 S PLYMOUTH AVE,2018-00040211,2018,2,0019,2018-02-21T00:19:00.000Z,2018,2,0019,2018-02-21T00:19:00.000Z,2018,2,0033,2018-02-21T05:33:00.000Z,1500 S PLYMOUTH AVE,Rochester,NY,243,Genesee,Exceptional Clearance,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,3,Attempted,Not Reported,* No Larceny Type Specified *,Street,243,Genesee,3
-77.624453790944528,43.205750611942712,1154,"Zoo Rd, Rochester, NY, 14621",1 ZOO ROAD,2018-00025061,2018,2,1456,2018-02-01T14:56:00.000Z,2018,2,1513,2018-02-01T15:13:00.000Z,2018,2,1515,2018-02-01T20:15:00.000Z,1 ZOO ROAD,***,NY,***,***,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,207,Clinton,7
-77.599733495320152,43.158842275057019,1314,"480 E Main St, Rochester, NY, 14605",480 E MAIN ST,2018-00043811,2018,2,2300,2018-02-24T23:00:00.000Z,2018,2,2330,2018-02-24T23:30:00.000Z,2018,2,1245,2018-02-25T17:45:00.000Z,480 E MAIN ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,219,Central,9
-77.65650807037764,43.174171349487779,1591,"970 Emerson St, Rochester, NY, 14606",970 EMERSON ST,2018-00024081,2018,1,0219,2018-01-31T02:19:00.000Z,2018,1,0430,2018-01-31T04:30:00.000Z,2018,1,1135,2018-01-31T16:35:00.000Z,970 EMERSON ST,Rochester,NY,241,Lake,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,241,Lake,1
-77.629759077741568,43.192971810016935,1729,"1455 Lake Ave, Rochester, NY, 14615",1455 LAKE AVE,2018-00017793,2018,1,1510,2018-01-23T15:10:00.000Z,2018,1,1517,2018-01-23T15:17:00.000Z,2018,1,1517,2018-01-23T20:17:00.000Z,1455 LAKE AVE,Rochester,NY,231,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Department/Discount Store,231,Lake,1
-77.64831885912065,43.17422465911315,1749,"129 Curlew St, Rochester, NY, 14613",129 CURLEW ST,2018-00027647,2018,2,2126,2018-02-04T21:26:00.000Z,2018,2,2134,2018-02-04T21:34:00.000Z,2018,2,2134,2018-02-05T02:34:00.000Z,129 CURLEW ST,Rochester,NY,241,Lake,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Variety/Convenience Store,241,Lake,1
-77.608163102225859,43.158089702213218,1803,"60 Mortimer St, Rochester, NY, 14604",60 MORTIMER ST,2018-00025915,2018,2,1730,2018-02-01T17:30:00.000Z,2018,2,1735,2018-02-01T17:35:00.000Z,2018,2,1420,2018-02-02T19:20:00.000Z,60 MORTIMER ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Building,Buy/Sell/Trade Shop,219,Central,9
-77.636553935632818,43.164532215934528,1860,"413 Lyell Ave, Rochester, NY, 14606",413 LYELL AVE,2018-00044937,2018,2,2112,2018-02-26T21:12:00.000Z,2018,2,2112,2018-02-26T21:12:00.000Z,2018,2,2112,2018-02-27T02:12:00.000Z,413 LYELL AVE,Rochester,NY,291,Lake,Office,PL ,155.30   ,05    ,4,E,F,Larceny,Grand Larceny 4th: Property Taken From Person               ,6,Completed,* No Weapon Specified *,Pocket-picking,Grocery/Supermarket,291,Lake,1
-77.631610311538836,43.151050419403191,1987,"715 W Main St, Rochester, NY, 14611",715 W MAIN ST,2018-00015867,2018,1,0401,2018-01-21T04:01:00.000Z,2018,1,0401,2018-01-21T04:01:00.000Z,2018,1,0404,2018-01-21T09:04:00.000Z,715 W MAIN ST,Rochester,NY,213,Genesee,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Other Retail Store,213,Genesee,3
-77.595628027892758,43.169657892211553,2176,"189 Portland Ave, Rochester, NY, 14605",189 PORTLAND AVE,2018-00023676,2018,1,2004,2018-01-30T20:04:00.000Z,2018,1,2004,2018-01-30T20:04:00.000Z,2018,1,2004,2018-01-31T01:04:00.000Z,189 PORTLAND AVE,Rochester,NY,287,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Department/Discount Store,287,Clinton,7
-77.595628027892758,43.169657892211553,2185,"189 Portland Ave, Rochester, NY, 14605",189 PORTLAND AVE,2018-00039929,2018,2,1953,2018-02-20T19:53:00.000Z,2018,2,1953,2018-02-20T19:53:00.000Z,2018,2,1958,2018-02-21T00:58:00.000Z,189 PORTLAND AVE,Rochester,NY,287,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Attempted,* No Weapon Specified *,Theft from Building,Variety/Convenience Store,287,Clinton,7
-77.595628027892758,43.169657892211553,2186,"189 Portland Ave, Rochester, NY, 14605",189 PORTLAND AVE,2018-00034379,2018,2,2158,2018-02-13T21:58:00.000Z,2018,2,2158,2018-02-13T21:58:00.000Z,2018,2,2158,2018-02-14T02:58:00.000Z,189 PORTLAND AVE,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,3,Completed,Firearm,* No Larceny Type Specified *,Department/Discount Store,287,Clinton,7
-77.595628027892758,43.169657892211553,2187,"189 Portland Ave, Rochester, NY, 14605",189 PORTLAND AVE,2018-00028605,2018,2,0955,2018-02-06T09:55:00.000Z,2018,2,0957,2018-02-06T09:57:00.000Z,2018,2,0957,2018-02-06T14:57:00.000Z,189 PORTLAND AVE,Rochester,NY,287,Clinton,Field,PL ,160.15   ,02    ,1,B,F,Robbery,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,3,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Department/Discount Store,287,Clinton,7
-77.65831126994668,43.18816824544971,2306,"1850 Mount Read Blvd, Rochester, NY, 14615",1850 MT READ BLVD,2018-00028341,2018,2,1700,2018-02-05T17:00:00.000Z,2018,2,1930,2018-02-05T19:30:00.000Z,2018,2,1947,2018-02-06T00:47:00.000Z,1850 MT READ BLVD,Rochester,NY,221,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Parking Lot,221,Lake,1
-77.599055159061223,43.175799188588215,2351,"627 Hudson Ave, Rochester, NY, 14621",627 HUDSON AVE,2018-00056666,2018,3,1300,2018-03-11T13:00:00.000Z,2018,3,1200,2018-03-12T12:00:00.000Z,2018,3,1554,2018-03-13T19:54:00.000Z,627 HUDSON AVE,Rochester,NY,257,Clinton,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,***,257,Clinton,7
-77.592893665127761,43.147397900709052,2468,"54 Rowley St, Rochester, NY, 14607",54 ROWLEY ST,2018-00012218,2018,1,1930,2018-01-15T19:30:00.000Z,2018,1,0715,2018-01-16T07:15:00.000Z,2018,1,2008,2018-01-17T01:08:00.000Z,54 ROWLEY ST,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Yard,245,Goodman,5
-77.641004029515202,43.144500283808036,2485,"205 Wellington Ave, Rochester, NY, 14611",205 WELLINGTON AVE,2018-00027036,2018,2,1900,2018-02-03T19:00:00.000Z,2018,2,2153,2018-02-03T21:53:00.000Z,2018,2,2153,2018-02-04T02:53:00.000Z,205 WELLINGTON AVE,Rochester,NY,223,Genesee,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,223,Genesee,3
-77.613494398066919,43.181098948993409,2567,"1192 N Clinton Ave, Rochester, NY, 14621",1192 N CLINTON AVE,2018-00020343,2018,1,1614,2018-01-26T16:14:00.000Z,2018,1,1614,2018-01-26T16:14:00.000Z,2018,1,1614,2018-01-26T21:14:00.000Z,1192 N CLINTON AVE,Rochester,NY,217,Clinton,Field,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,3,Completed,Firearm,* No Larceny Type Specified *,Other Building,217,Clinton,7
-77.581252182576208,43.162145212650309,2728,"1154 E Main St, Rochester, NY, 14609",1154 E MAIN ST,2018-00032502,2018,2,1652,2018-02-11T16:52:00.000Z,2018,2,1652,2018-02-11T16:52:00.000Z,2018,2,1652,2018-02-11T21:52:00.000Z,1154 E MAIN ST,Rochester,NY,225,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Auto Shop,225,Goodman,5
-77.616503833674258,43.244301035720369,2802,"60 River St, Rochester, NY, 14612",60 RIVER ST,2018-00020113,2018,1,1930,2018-01-25T19:30:00.000Z,2018,1,1117,2018-01-26T11:17:00.000Z,2018,1,1117,2018-01-26T16:17:00.000Z,60 RIVER ST,Rochester,NY,201,Lake,Office,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,201,Lake,1
-77.616503833674258,43.244301035720369,2843,"60 River St, Rochester, NY, 14612",60 RIVER ST,2018-00018058,2018,1,1200,2018-01-23T12:00:00.000Z,2018,1,1800,2018-01-23T18:00:00.000Z,2018,1,2032,2018-01-24T01:32:00.000Z,60 RIVER ST,Rochester,NY,201,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,201,Lake,1
-77.643082884107884,43.142625037363715,3002,"254 Rugby Ave, Rochester, NY, 14619",254 RUGBY AVE,2018-00023876,2018,1,0300,2018-01-31T03:00:00.000Z,2018,1,0300,2018-01-31T03:00:00.000Z,2018,1,0300,2018-01-31T08:00:00.000Z,254 RUGBY AVE,Rochester,NY,223,Genesee,Office,PL ,160.10   ,02B   ,2,C,F,Robbery,Robbery 2nd: Displays What Appears To Be a Firearm          ,3,Completed,Firearm,* No Larceny Type Specified *,Street,223,Genesee,3
-77.595328003072822,43.152013337786116,3329,"17 Park Ave, Rochester, NY, 14607",17 PARK AVE,2018-00039216,2018,2,1700,2018-02-17T17:00:00.000Z,2018,2,0041,2018-02-20T00:41:00.000Z,2018,2,0041,2018-02-20T05:41:00.000Z,17 PARK AVE,Rochester,NY,245,Goodman,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,245,Goodman,5
-77.663442919063598,43.161938802721743,3334,"88 Dodge St, Rochester, NY, 14606",88 DODGE ST,2018-00044539,2018,2,1600,2018-02-24T16:00:00.000Z,2018,2,1130,2018-02-26T11:30:00.000Z,2018,2,1212,2018-02-26T17:12:00.000Z,88 DODGE ST,Rochester,NY,281,Lake,Field,PL ,155.30   ,04    ,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,6,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,281,Lake,1
-77.645030196089095,43.15576830312876,3374,"19 Home Pl, Rochester, NY, 14611",19 HOME PL,2018-00028402,2018,2,2153,2018-02-05T21:53:00.000Z,2018,2,2155,2018-02-05T21:55:00.000Z,2018,2,2156,2018-02-06T02:56:00.000Z,19 HOME PL,Rochester,NY,203,Genesee,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,203,Genesee,3
-77.656805554038556,43.163673600668908,3470,"204 Wetmore Park, Rochester, NY, 14606",204 WETMORE PARK,2018-00036091,2018,2,1430,2018-02-15T14:30:00.000Z,2018,2,1500,2018-02-15T15:00:00.000Z,2018,2,2152,2018-02-16T02:52:00.000Z,204 WETMORE PARK,Rochester,NY,281,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,281,Lake,1
-77.580391832545047,43.168372966555211,3621,"779 N Goodman St, Rochester, NY, 14609",779 N GOODMAN ST,2018-00031649,2018,2,1319,2018-02-10T13:19:00.000Z,2018,2,1319,2018-02-10T13:19:00.000Z,2018,2,1319,2018-02-10T18:19:00.000Z,779 N GOODMAN ST,Rochester,NY,215,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Other Retail Store,215,Goodman,5
-77.567774133389548,43.160175454577171,3767,"1630 E Main St, Rochester, NY, 14609",1630 E MAIN ST,2018-00024351,2018,1,2200,2018-01-28T22:00:00.000Z,2018,1,2345,2018-01-28T23:45:00.000Z,2018,1,1730,2018-01-31T22:30:00.000Z,1630 E MAIN ST,Rochester,NY,225,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Building,Multiple Dwelling,225,Goodman,5
-77.646712630102726,43.147970513476814,3866,"93 Thorndale Ter, Rochester, NY, 14611",93 THORNDALE TER,2018-00045077,2018,2,0200,2018-02-27T02:00:00.000Z,2018,2,0218,2018-02-27T02:18:00.000Z,2018,2,0218,2018-02-27T07:18:00.000Z,93 THORNDALE TER,Rochester,NY,203,Genesee,Cleared by Arrest - Adult,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,203,Genesee,3
-77.619196649044014,43.243283732634694,3956,"3989 Lake Ave, Rochester, NY, 14612",3989 LAKE AVE,2018-00044105,2018,2,2120,2018-02-25T21:20:00.000Z,2018,2,2125,2018-02-25T21:25:00.000Z,2018,2,2126,2018-02-26T02:26:00.000Z,3989 LAKE AVE,Rochester,NY,201,Lake,Exceptional Clearance,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,4,Completed,Other Weapon,* No Larceny Type Specified *,Street,201,Lake,1
-77.572110177312624,43.153211332098657,4039,"1100 University Ave, Rochester, NY, 14607",1100 UNIVERSITY AVE,2018-00033155,2018,2,1115,2018-02-12T11:15:00.000Z,2018,2,1300,2018-02-12T13:00:00.000Z,2018,2,1410,2018-02-12T19:10:00.000Z,1100 UNIVERSITY AVE,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Other Business Office,245,Goodman,5
-77.632009049947825,43.168512216044661,4059,"202 Saratoga Ave, Rochester, NY, 14608",202 SARATOGA AVE,2018-00045108,2018,2,2200,2018-02-26T22:00:00.000Z,2018,2,0000,2018-02-27T00:00:00.000Z,2018,2,0443,2018-02-27T09:43:00.000Z,202 SARATOGA AVE,Rochester,NY,271,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,271,Lake,1
-77.575993777712242,43.176770371416119,4252,"1215 N Goodman St, Rochester, NY, 14609",1215 N GOODMAN ST,2018-00056724,2018,3,1500,2018-03-09T15:00:00.000Z,2018,3,2046,2018-03-10T20:46:00.000Z,2018,3,1654,2018-03-13T20:54:00.000Z,1215 N GOODMAN ST,Rochester,NY,205,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,205,Goodman,5
-77.62723364018585,43.166211978761304,4334,"770 N Plymouth Ave, Rochester, NY, 14608",770 N PLYMOUTH AVE,2018-00037153,2018,2,1700,2018-02-14T17:00:00.000Z,2018,2,0753,2018-02-17T07:53:00.000Z,2018,2,0753,2018-02-17T12:53:00.000Z,770 N PLYMOUTH AVE,Rochester,NY,271,Lake,Exceptional Clearance,PL ,120.05   ,02    ,2,D,F,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,4,Completed,Blunt Object,* No Larceny Type Specified *,Unknown,271,Lake,1
-77.616536004734726,43.15766368311661,4659,"121 N Fitzhugh St, Rochester, NY, 14614",121 N FITZHUGH ST,2018-00023999,2018,1,2115,2018-01-27T21:15:00.000Z,2018,1,2115,2018-01-27T21:15:00.000Z,2018,1,0930,2018-01-31T14:30:00.000Z,121 N FITZHUGH ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,209,Central,9
-77.652291185847318,43.189657478121525,4689,"182 Arborwood Cres, Rochester, NY, 14615",182 ARBORWOOD CRES,2018-00039145,2018,2,2220,2018-02-19T22:20:00.000Z,2018,2,2228,2018-02-19T22:28:00.000Z,2018,2,2228,2018-02-20T03:28:00.000Z,182 ARBORWOOD CRES,Rochester,NY,221,Lake,Cleared by Arrest - Adult,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,4,Completed,Firearm,* No Larceny Type Specified *,Other Outside Location,221,Lake,1
-77.633781592677977,43.150434425430277,4719,"799 W Main St, Rochester, NY, 14611",799 W MAIN ST,2018-00029822,2018,2,0150,2018-02-08T01:50:00.000Z,2018,2,0150,2018-02-08T01:50:00.000Z,2018,2,0156,2018-02-08T06:56:00.000Z,799 W MAIN ST,Rochester,NY,213,Genesee,Field,PL ,160.15   ,04    ,1,B,F,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,3,Completed,Semiautomatic Handgun,* No Larceny Type Specified *,Gas Station,213,Genesee,3
-77.613783234711647,43.193944979621143,4743,"160 E Ridge Rd, Rochester, NY, 14621",160 E RIDGE ROAD,2018-00039856,2018,2,1500,2018-02-20T15:00:00.000Z,2018,2,1800,2018-02-20T18:00:00.000Z,2018,2,1817,2018-02-20T23:17:00.000Z,160 E RIDGE ROAD,Rochester,NY,207,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,207,Clinton,7
